Serial,Timestamp,Date,Time,Symbol,Action,Price,Quantity,Status
889389,2026-01-11 10:24:49,2026-01-11,10:24:49,DDBL,SELL,818.8,10,SENT
889390,2026-01-11 10:24:53,2026-01-11,10:24:53,SPL,SELL,867.1,10,SENT
889391,2026-01-11 10:24:55,2026-01-11,10:24:55,SONA,BUY,428.0,10,SENT
889392,2026-01-11 10:24:59,2026-01-11,10:24:59,BNHC,BUY,450.0,10,SENT
889393,2026-01-11 10:25:00,2026-01-11,10:25:00,SPL,SELL,867.1,10,SENT
889394,2026-01-11 10:25:04,2026-01-11,10:25:04,NHDL,BUY,666.0,10,SENT
889395,2026-01-11 10:25:06,2026-01-11,10:25:06,BNHC,BUY,450.0,10,SENT
889396,2026-01-11 10:25:09,2026-01-11,10:25:09,KPCL,BUY,524.0,10,SENT
889397,2026-01-11 10:25:11,2026-01-11,10:25:11,NHDL,BUY,666.0,10,SENT
889398,2026-01-11 10:25:14,2026-01-11,10:25:14,GMLI,BUY,1711.1,10,SENT
889399,2026-01-11 10:25:17,2026-01-11,10:25:17,KPCL,BUY,524.0,10,SENT
889400,2026-01-11 10:25:19,2026-01-11,10:25:19,ALICL,SELL,471.9,10,SENT
889401,2026-01-11 10:25:22,2026-01-11,10:25:22,GMLI,BUY,1711.1,10,SENT
889402,2026-01-11 10:25:24,2026-01-11,10:25:24,GUFL,BUY,511.9,10,SENT
889403,2026-01-11 10:25:28,2026-01-11,10:25:28,ALICL,SELL,471.9,10,SENT
889404,2026-01-11 10:25:30,2026-01-11,10:25:30,H8020,BUY,11.22,10,SENT
889405,2026-01-11 10:25:33,2026-01-11,10:25:33,GUFL,BUY,511.9,10,SENT
889406,2026-01-11 10:25:35,2026-01-11,10:25:35,MMF1,BUY,8.57,10,SENT
889407,2026-01-11 10:25:38,2026-01-11,10:25:38,H8020,BUY,11.22,10,SENT
889408,2026-01-11 10:25:41,2026-01-11,10:25:41,NICGF2,BUY,8.94,10,SENT
889409,2026-01-11 10:25:43,2026-01-11,10:25:43,MMF1,BUY,8.57,10,SENT
889410,2026-01-11 10:25:46,2026-01-11,10:25:46,NICFC,BUY,8.76,10,SENT
889411,2026-01-11 10:25:49,2026-01-11,10:25:49,NICGF2,BUY,8.94,10,SENT
889412,2026-01-11 10:25:51,2026-01-11,10:25:51,HLBSL,SELL,902.7,10,SENT
889413,2026-01-11 10:25:55,2026-01-11,10:25:55,NICFC,BUY,8.76,10,SENT
889414,2026-01-11 10:25:56,2026-01-11,10:25:56,GBIMESY2,SELL,9.1,10,SENT
889415,2026-01-11 10:26:00,2026-01-11,10:26:00,HLBSL,SELL,902.7,10,SENT
889416,2026-01-11 10:26:01,2026-01-11,10:26:01,SIGS3,BUY,10.02,10,SENT
889417,2026-01-11 10:26:07,2026-01-11,10:26:07,GBIMESY2,SELL,9.1,10,SENT
889418,2026-01-11 10:26:08,2026-01-11,10:26:08,SEF,BUY,9.52,10,SENT
889420,2026-01-11 10:26:14,2026-01-11,10:26:14,SFEF,SELL,9.69,10,SENT
889419,2026-01-11 10:26:14,2026-01-11,10:26:14,SIGS3,BUY,10.02,10,SENT
889421,2026-01-11 10:26:19,2026-01-11,10:26:19,RBBD2088,BUY,1077.09,10,SENT
889422,2026-01-11 10:26:20,2026-01-11,10:26:20,SEF,BUY,9.52,10,SENT
889423,2026-01-11 10:26:24,2026-01-11,10:26:24,CMF2,BUY,9.23,10,SENT
889424,2026-01-11 10:26:25,2026-01-11,10:26:25,SFEF,SELL,9.69,10,SENT
889425,2026-01-11 10:26:30,2026-01-11,10:26:30,SAND2085,BUY,1150.4,10,SENT
889426,2026-01-11 10:26:31,2026-01-11,10:26:31,RBBD2088,BUY,1077.09,10,SENT
889427,2026-01-11 10:26:35,2026-01-11,10:26:35,PBD88,BUY,1215.0,10,SENT
889428,2026-01-11 10:26:36,2026-01-11,10:26:36,CMF2,BUY,9.23,10,SENT
889429,2026-01-11 10:26:40,2026-01-11,10:26:40,SBID89,BUY,1195.0,10,SENT
889430,2026-01-11 10:26:41,2026-01-11,10:26:41,SAND2085,BUY,1150.4,10,SENT
889431,2026-01-11 10:26:46,2026-01-11,10:26:46,PBD88,BUY,1215.0,10,SENT
889432,2026-01-11 10:26:52,2026-01-11,10:26:52,SBID89,BUY,1195.0,10,SENT
889433,2026-01-11 10:35:19,2026-01-11,10:35:19,GBLBS,SELL,0,5,SENT
